Price,Location,Mileage,Engine,Manufacturer,Year,Model,Fuel_Type
"Rs: 18,850,000",Kohuwala,"75,000",1500,BMW,2016,3 Series,Petrol
"Rs: 5,250,000",Matale,"200,000",660,Suzuki,2017,Alto,Petrol
"Rs: 6,750,000",Galagedara,"150,000",1000,Toyota,2015,Vitz,Petrol
Negotiable,Adampan,"4,000",660,Honda,2025,N BOX,Petrol
"Rs: 11,200,000",Welipennagahamulla,"170,000",1490,Toyota,2016,Axio,Hybrid
"Rs: 10,495,000",Panadura,0,1990,BMW,2011,3 Series,Diesel
Negotiable,Kottawa,"6,600",660,Suzuki,2024,Wagon R,Petrol
"Rs: 6,850,000",Kottawa,"6,600",660,Mitsubishi,2023,eK,Petrol
Negotiable,Kottawa,0,660,Daihatsu,2023,Cast,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kottawa,"6,600",660,Nissan,2024,Dayz,Petrol
"Rs: 4,590,000",Kurunegala,"158,000",1000,Toyota,2007,Passo,Petrol
"Rs: 3,745,000",Ja-Ela,"128,000",1300,Micro,2012,Voleex,Petrol
"Rs: 3,000,000",Kurunegala,"123,456",1500,Toyota,1996,Corolla,Petrol
"Rs: 4,825,000",Gampaha,131,1000,Toyota,2009,Passo,Petrol
Negotiable,Kurunegala,0,1000,Toyota,2022,Yaris,Petrol
"Rs: 3,690,000",Horana,"135,000",800,Suzuki,2015,Alto,Petrol
Negotiable,Maharagama,"89,000",800,Nissan,2016,NV100,Petrol
"Rs: 13,400,000",Dehiwala,"67,000",1000,Honda,2019,Civic,Petrol
Negotiable,Maharagama,0,00,Toyota,2010,Avanza,Petrol
"Rs: 13,200,000",Galewela,"100,000",1500,Toyota,2016,Allion,Hybrid
Negotiable,Ganemulla,"165,000",1499,Toyota,2016,Prius,Petrol
Negotiable,Colombo Fort (Colombo 01),"130,000",1000,Toyota,2015,Allion,Petrol
"Rs: 3,350,000",Kurunegala,"153,000",1000,Suzuki,2011,Alto,Petrol
Negotiable,Akuramboda,"92,000",660,Suzuki,2017,Wagon R,Hybrid
"Rs: 3,200,000",Kurunegala,"180,000",1300,Toyota,1999,Corolla,Petrol
Negotiable,Matale,0,990,Suzuki,2025,Wagon R,Petrol
Negotiable,Biyagama,"140,000",650,Suzuki,2014,Wagon R,Petrol
Negotiable,Anuradhapura,0,2000,BMW,2012,M Series,Petrol
"Rs: 6,700,000",Alutgama,"155,000",1500,Honda,2010,Insight,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 6,100,000",Wattala,"115,000",660,Suzuki,2018,Wagon R,Hybrid
Negotiable,Kaduruwela,0,1000,Nissan,2025,Almera,Petrol
Negotiable,Akarawita,"100,000",1500,Honda,2018,Civic,Petrol
Negotiable,Galewela,"100,000",1200,Toyota,2014,Axio,Hybrid
"Rs: 5,300,000",Agalawatta,0,650,Suzuki,2015,Wagon R,Petrol
Negotiable,Kaduruwela,0,650,Toyota,2025,Pixis,Petrol
Negotiable,Kaduruwela,0,1000,Honda,2025,City,Petrol
"Rs: 30,000,000",Heiyanthuduwa,"27,000",1497,Mercedes Benz,2019,E180 AMG,Petrol
Negotiable,Kaduruwela,0,650,Daihatsu,2024,Mira,Petrol
Negotiable,Kaduruwela,0,1000,Honda,2025,City,Petrol
Negotiable,Kaduruwela,0,1500,Toyota,2025,Yaris Ativ,Petrol
Negotiable,Kaduruwela,0,650,Toyota,2025,Pixis,Petrol
"Rs: 7,000,000",Colombo Fort (Colombo 01),"170,000",1000,Toyota,2013,Aqua,Petrol
Negotiable,Kaduruwela,0,650,Mazda,2025,Flair,Petrol
"Rs: 6,150,000",Bambalapitiya (Colombo 04),"92,000",650,Suzuki,2017,Wagon R,Petrol
Negotiable,Athurugiriya,"95,286",998,Micro,2016,Panda,Petrol
"Rs: 4,175,000",Matara,"122,000",760,Suzuki,2004,Swift,Petrol
"Rs: 5,750,000",Ja-Ela,0,1500,Toyota,2000,Corolla,Petrol
"Rs: 6,850,000",Kadawatha,"115,500",996,Toyota,2015,Passo,Petrol
Negotiable,Alahengama,0,1500,Nissan,2000,FB 15,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Ja-Ela,"200,700",650,Suzuki,2003,Alto,Petrol
"Rs: 4,000,000",Kelinkanda,0,800,Toyota,1999,Vitz,Petrol
"Rs: 6,450,000",Gampaha,"72,700",960,Suzuki,2017,Spacia,Petrol
"Rs: 5,350,000",Akurana,"134,000",1300,Toyota,2007,Yaris,Petrol
"Rs: 4,050,000",Alahengama,0,1300,Mitsubishi,1997,Lancer,Petrol
Negotiable,Mount Lavinia,"100,000",1490,Toyota,2017,Premio,Petrol
"Rs: 6,500,000",Kalpitiya,"140,000",1330,Honda,2011,Fit,Hybrid
Negotiable,Kandy,0,1490,Toyota,1997,Carina,Petrol
"Rs: 13,000,000",Rajagiriya,"28,800",1500,Toyota,2023,Yaris,Hybrid
Negotiable,Akarella,"147,000",650,Suzuki,2017,Wagon R,Petrol
"Rs: 6,850,000",Kottawa,0,660,Mitsubishi,2023,eK,Petrol
Negotiable,Kottawa,0,650,Daihatsu,2023,Cast,Petrol
Negotiable,Kottawa,"1,234",660,Nissan,2024,Dayz,Petrol
"Rs: 8,000,000",Rajagiriya,"18,326",650,Suzuki,2024,Hustler,Petrol
"Rs: 5,675,000",Kurunegala,"185,000",996,Toyota,2010,Vitz,Petrol
"Rs: 4,275,000",Galle,"110,000",1320,Suzuki,2004,Swift,Petrol
"Rs: 9,290,000",Nittambuwa,"1,170,000",1500,Toyota,2015,Axio,Hybrid
"Rs: 3,550,000",Nugegoda,"180,000",1300,Suzuki,2000,Swift,Petrol
"Rs: 6,400,000",Kottawa,"1,234",660,Daihatsu,2023,Mira,Petrol
Negotiable,Kottawa,"30,000",1000,BMW,2007,E Series,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kalubowila,"3,500",1000,Volkswagen,2023,Polo,Petrol
Negotiable,Kottawa,"30,000",1000,Nissan,2002,March,Diesel
"Rs: 5,800,000",Ragama,"152,000",2000,Toyota,2000,Corona,Diesel
"Rs: 3,700,000",Kadawatha,"123,000",800,Suzuki,2015,Alto,Petrol
Negotiable,Kottawa,"20,000",11000,Nissan,1998,AD Wagon,Diesel
Negotiable,Anuradhapura,"129,000",1500,Toyota,2013,Premio,Petrol
"Rs: 5,450,000",Malabe,"116,000",1300,Suzuki,2008,Swift,Petrol
Negotiable,Malabe,"29,000",1000,Toyota,2019,Vitz,Petrol
"Rs: 6,190,000",Malabe,"147,000",1500,Toyota,2004,Corolla,Petrol
"Rs: 3,050,000",Malabe,"180,000",1300,Toyota,1993,Corsa,Petrol
"Rs: 11,500,000",Kiribathgoda,"68,000",1200,Honda,2016,Grace,Petrol
Negotiable,Giriulla,0,1490,Mazda,2010,Demio,Petrol
"Rs: 2,700,000",Kotagala,"202,000",800,Suzuki,2008,Alto,Petrol
Negotiable,Dehiwala,"37,000",1000,Audi,2019,A3,Petrol
Negotiable,Wennappuwa,0,1500,Honda,2014,Fit,Petrol
Negotiable,Wennappuwa,0,1500,Honda,2011,Shuttle,Hybrid
Negotiable,Wennappuwa,0,990,Honda,2014,Fit,Petrol
Negotiable,Wennappuwa,0,1300,Honda,2014,Fit,Petrol
"Rs: 5,890,000",Weliveriya,"78,000",658,Daihatsu,2016,Move,Petrol
"Rs: 6,890,000",Minuwangoda,"95,000",660,Suzuki,2018,Wagon R,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 13,700,000",Nugegoda,"139,000",1500,Toyota,2016,Premio,Petrol
Negotiable,Kegalle,"123,456",658,Suzuki,2025,Spacia,Petrol
Negotiable,Kegalle,"123,456",1234,Toyota,2005,Corolla,Diesel
"Rs: 9,900,000",Wattala,"10,000",1000,Toyota,2025,Yaris,Petrol
"Rs: 8,750,000",Attanagalla,0,650,Suzuki,2025,Wagon R,Hybrid
"Rs: 16,500,000",Colombo Fort (Colombo 01),0,1500,Toyota,2025,Axio,Hybrid
"Rs: 15,300,000",Kollupitiya (Colombo 03),"113,000",1500,Toyota,2019,Premio,Petrol
Negotiable,Negombo,0,1000,Toyota,2023,Yaris,Petrol
Negotiable,Mawanella,"1,234",1000,Toyota,1995,Corolla,Petrol
"Rs: 5,275,000",Kadawatha,"93,000",1000,Suzuki,2017,Celerio,Petrol
"Rs: 5,600,000",Matara,"90,000",650,Suzuki,2016,Wagon R,Petrol
"Rs: 9,600,000",Kurunegala,0,650,Suzuki,2024,Spacia,Hybrid
"Rs: 6,400,000",Kottawa,"6,600",660,Daihatsu,2023,Mira,Petrol
"Rs: 7,325,000",Kottawa,"6,600",660,Nissan,2024,Dayz,Petrol
"Rs: 9,800,000",Kadawatha,"124,000",1500,Toyota,2012,Premio,Petrol
"Rs: 6,075,000",Sooriyawewa Town,"115,000",660,Suzuki,2017,Wagon R,Petrol
Negotiable,Welisara,"173,000",1300,Toyota,2012,Aqua,Petrol
"Rs: 8,400,000",Ratnapura,0,1500,Honda,2012,Shuttle,Hybrid
"Rs: 5,550,000",Dehiwala,"100,000",660,Suzuki,2016,Wagon R,Petrol
"Rs: 9,700,000",Kurunegala,0,650,Suzuki,2024,Spacia,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 1,450,000",Matale,"200,000",1300,Toyota,1986,Corolla,Petrol
Negotiable,Attanagalla,0,800,Daihatsu,2025,Mira,Petrol
"Rs: 6,200,000",Beruwala,"204,000",2000,Mercedes Benz,2000,C Class,Petrol
Negotiable,Gampaha,0,1500,Toyota,2013,Prius,Hybrid
"Rs: 2,600,000",Matale,"200,000",1000,Austin,1967,Mini,Petrol
"Rs: 9,875,000",Moratuwa,"119,800",1500,Honda,2017,Grace,Hybrid
"Rs: 8,790,000",Kalmunai,"59,000",1000,Toyota,2019,Vitz,Petrol
"Rs: 8,550,000",Kalmunai,"68,000",1000,Toyota,2019,Vitz,Petrol
"Rs: 8,995,000",Alutgama,0,1500,Toyota,2013,Prius,Hybrid
Negotiable,Anuradhapura,"136,000",1500,Toyota,2010,Allion,Petrol
"Rs: 12,100,000",Ambalangoda,"198,000",1500,Toyota,2017,Axio,Hybrid
"Rs: 1,700,000",Ratmalana,0,800,Suzuki,2002,Alto,Petrol
"Rs: 21,500,000",Balapitiya,"20,000",1000,Audi,2023,A3,Petrol
"Rs: 4,790,000",Kadawatha,"56,000",1000,Suzuki,2015,Celerio,Petrol
Negotiable,Kohuwala,"12,000",2000,BMW,2023,M Series,Petrol
"Rs: 5,475,000",Kadawatha,"106,000",1000,Perodua,2016,Axia,Petrol
"Rs: 5,275,000",Kadawatha,"115,000",1000,Suzuki,2016,Celerio,Petrol
Negotiable,Negombo,0,1000,Toyota,2023,Yaris,Petrol
Negotiable,Negombo,0,1000,Toyota,2023,Yaris,Petrol
"Rs: 4,325,000",Mawathagama,"145,000",760,Suzuki,2007,Swift,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 6,000,000",Pujapitiya,"80,000",700,Suzuki,2016,Spacia,Petrol
"Rs: 5,500,000",Kegalle,"71,000",760,Toyota,2017,Passo,Petrol
"Rs: 5,400,000",Angoda,"140,000",660,Mazda,2016,Flair,Petrol
"Rs: 6,350,000",Dehiwala,"151,000",1300,Toyota,2008,Belta,Petrol
"Rs: 6,200,000",Ratnapura,"105,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 6,950,000",Medawachchiya,"178,700",1490,Toyota,2007,Prius,Hybrid
"Rs: 10,700,000",Gampaha,"52,000",1490,Toyota,2015,Axio,Petrol
"Rs: 5,480,000",Pelmadulla,"180,000",1300,Mazda,2009,Demio,Petrol
"Rs: 3,250,000",Boralesgamuwa,"105,000",1490,Toyota,2000,Corolla,Petrol
"Rs: 12,950,000",Borella (Colombo 08),"200,000",1500,Toyota,2015,Premio,Petrol
"Rs: 4,200,000",Colombo Fort (Colombo 01),"130,000",960,Suzuki,2015,Celerio,Petrol
"Rs: 5,325,000",Kadawatha,"58,000",1000,Suzuki,2017,Celerio,Petrol
"Rs: 5,825,000",Kadawatha,"83,000",1000,Perodua,2017,Axia,Petrol
"Rs: 4,675,000",Kadawatha,"103,000",1000,Suzuki,2014,Celerio,Petrol
"Rs: 10,500,000",Gampaha,"120,000",1490,Toyota,2013,Allion,Petrol
Negotiable,Kegalle,"12,345",1234,Suzuki,2003,Swift,Petrol
"Rs: 6,700,000",Kurunegala,"88,000",760,Suzuki,2018,Wagon R,Hybrid
"Rs: 10,300,000",Kandy,"110,000",1490,Toyota,2013,Allion,Petrol
Negotiable,Hiripitya,"154,000",800,Suzuki,2015,Wagon R,Petrol
"Rs: 3,000,000",Chilaw,0,1500,Nissan,1994,Sunny,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Anuradhapura,"130,000",1500,Toyota,2008,Vios,Petrol
Negotiable,Nuwara Eliya,"102,000",1300,Nissan,2002,March,Petrol
Negotiable,Pannipitiya,0,1500,Honda,2017,Grace,Hybrid
Negotiable,Galle,0,1500,Honda,2013,Shuttle,Petrol
Negotiable,Piliyandala,0,1300,Toyota,2013,Aqua,Petrol
"Rs: 4,290,000",Matara,"110,000",960,Perodua,2011,Viva,Petrol
"Rs: 3,050,000",Kurunegala,0,800,Suzuki,2010,Maruti,Petrol
"Rs: 5,500,000",Anuradhapura,0,1500,Toyota,2004,Vios,Petrol
"Rs: 7,750,000",Nugegoda,"1,850",650,Suzuki,2024,Wagon R,Hybrid
"Rs: 5,500,000",Anuradhapura,0,1500,Toyota,2008,Carina,Petrol
"Rs: 4,100,000",Malgalla Talangalla,"95,600",800,Suzuki,2015,Alto,Petrol
"Rs: 3,450,000",Bemmulla,"200,000",1300,Nissan,2001,AD Wagon,Petrol
"Rs: 7,700,000",Matara,"8,000",650,Suzuki,2023,Wagon R,Hybrid
"Rs: 2,250,000",Veyangoda,"210,000",1500,Hyundai,2001,Accent,Petrol
Negotiable,Dehiwala,"13,000",650,Daihatsu,2024,Mira,Petrol
"Rs: 1,520,000",Giriulla,"95,500",800,Chery,2005,QQ,Petrol
"Rs: 5,675,000",Negombo,"55,000",960,Toyota,2018,Pixis,Petrol
"Rs: 5,900,000",Monaragala,"138,000",960,Suzuki,2015,Spacia,Petrol
"Rs: 6,850,000",Moratuwa,"120,000",1490,Toyota,2013,Yaris,Petrol
"Rs: 6,075,000",Homagama,"141,000",960,Toyota,2013,Vitz,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 5,800,000",Colombo Fort (Colombo 01),"172,000",1600,Honda,2005,Civic,Petrol
"Rs: 8,175,000",Kandy,"134,000",1490,Toyota,2015,Aqua,Hybrid
Negotiable,Galle,0,1490,Toyota,2016,Premio,Petrol
Negotiable,Kuliyapitiya,0,990,Toyota,2017,Vitz,Petrol
Negotiable,Katana,0,650,Suzuki,2015,Wagon R,Petrol
Negotiable,Dodangoda,0,1490,Honda,2013,Fit,Petrol
"Rs: 7,950,000",Kotte,"76,500",1000,Toyota,2023,Yaris,Petrol
"Rs: 6,385,000",Attanagalla,"88,600",650,Suzuki,2017,Wagon R,Hybrid
"Rs: 4,100,000",Mirigama,"194,000",1600,Nissan,2003,Sunny,Petrol
"Rs: 3,540,000",Mulleriyawa New Town,"122,000",1061,Suzuki,2007,Wagon R,Petrol
"Rs: 7,175,000",Wellampitiya,"76,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 4,700,000",Yatiyantota,"156,000",760,Suzuki,2004,Swift,Petrol
"Rs: 2,400,000",Kadawatha,"197,000",760,Hyundai,2004,Santro,Petrol
"Rs: 9,500,000",Peradeniya,"30,500",1000,Toyota,2018,Vitz,Petrol
"Rs: 2,175,000",Divulapitiya,"131,200",800,Suzuki,2007,Maruti,Petrol
"Rs: 7,550,000",Wellampitiya,"52,000",1000,Daihatsu,2017,Boon,Petrol
"Rs: 7,050,000",Maharagama,"101,000",1490,Toyota,2012,Aqua,Hybrid
"Rs: 5,490,000",Kesbewa,"107,000",1300,Toyota,2007,Vitz,Petrol
"Rs: 8,400,000",Kalutara,"200,000",1780,Toyota,2009,Prius,Hybrid
"Rs: 7,800,000",Athurugiriya,"128,000",960,Toyota,2015,Vitz,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 4,375,000",Hanwella,"275,000",1500,Toyota,1999,Corolla,Petrol
"Rs: 3,700,000",Kegalle,"140,000",1800,Nissan,2001,Primera,Petrol
"Rs: 3,650,000",Piliyandala,"95,000",0,Suzuki,2002,Maruti,Petrol
"Rs: 3,795,000",Maharagama,"180,000",880,Suzuki,2015,Alto,Petrol
Negotiable,Polgahawela,0,1000,Toyota,2024,Passo,Petrol
Negotiable,Kegalle,0,1000,Suzuki,2023,Hustler,Petrol
Negotiable,Polgahawela,0,1000,Daihatsu,2023,Mira,Petrol
Negotiable,Kataragama,0,990,Suzuki,2025,Wagon R,Hybrid
Negotiable,Kataragama,"112,000",1490,Toyota,2014,Prius,Petrol
Negotiable,Kataragama,"110,000",1490,Honda,2015,Fit,Petrol
Negotiable,Kataragama,"56,000",800,Suzuki,2015,Alto,Petrol
"Rs: 1,750,000",Pilimatalawa,0,800,Suzuki,2010,Maruti,Petrol
"Rs: 8,950,000",Kandy,"118,000",1500,Toyota,2010,Premio,Petrol
"Rs: 4,000,000",Narahenpita (Colombo 05),"135,000",1300,Mitsubishi,1997,Lancer,Petrol
"Rs: 3,700,000",Medirigiriya,"96,000",796,Suzuki,2015,Alto,Petrol
"Rs: 6,490,000",Kadawatha,"180,000",998,Suzuki,2017,Wagon R,Petrol
"Rs: 9,850,000",Panadura,"140,000",1798,Toyota,2013,Prius,Petrol
"Rs: 4,100,000",Dehiwala,"38,400",1300,Micro,2016,Panda Cross,Petrol
"Rs: 7,300,000",Kandy,"87,565",1000,Toyota,2016,Vitz,Petrol
"Rs: 5,650,000",Panadura,"91,000",650,Toyota,2010,Vitz,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 8,225,000",Panadura,"10,000",650,Mazda,2025,Flair,Hybrid
"Rs: 9,500,000",Panadura,0,650,Suzuki,2024,Spacia,Hybrid
"Rs: 3,600,000",Panadura,"53,842",1000,Renault,2016,KWID,Petrol
"Rs: 2,950,000",Kadawatha,"133,000",660,Suzuki,2010,Alto,Petrol
"Rs: 10,750,000",Wattala,0,1000,Toyota,2025,Yaris,Petrol
Negotiable,Kadawatha,"180,000",1200,Suzuki,2017,Wagon R,Petrol
"Rs: 9,600,000",Kurunegala,300,650,Suzuki,2024,Spacia,Hybrid
"Rs: 9,600,000",Kurunegala,200,650,Suzuki,2024,Spacia,Hybrid
Negotiable,Alahengama,"107,000",1500,Toyota,2014,Axio,Petrol
"Rs: 3,900,000",Anuradhapura,"22,000",1500,Honda,2001,City,Petrol
"Rs: 8,100,000",Kotawehera,"150,000",1300,Toyota,2015,Aqua,Petrol
Negotiable,Kottawa,0,1000,Daihatsu,2024,Taft,Petrol
"Rs: 7,500,000",Hinatiyana Madawala,0,1300,Toyota,2016,Aqua,Petrol
"Rs: 7,500,000",Negombo,"120,000",1500,Toyota,2014,Aqua,Petrol
"Rs: 4,000,000",Kuliyapitiya,"95,000",800,Suzuki,2014,Alto,Petrol
"Rs: 5,400,000",Matara,"141,000",1200,Tata,2014,Indica,Petrol
"Rs: 8,200,000",Narammala,350,658,Nissan,2025,Dayz,Hybrid
"Rs: 9,600,000",Kurunegala,200,650,Suzuki,2024,Spacia,Hybrid
Negotiable,Divuldeniya,0,990,Suzuki,2015,Alto,Petrol
Negotiable,Dehiwala,0,1790,Honda,2014,Grace,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 6,300,000",Minuwangoda,"2,000",658,Daihatsu,2024,Mira,Petrol
Negotiable,Kottawa,"1,234",658,Suzuki,2023,Spacia,Petrol
Negotiable,Kottawa,0,660,Daihatsu,2023,Move,Petrol
Negotiable,Veyangoda,"140,000",1597,Nissan,2001,N 16,Petrol
"Rs: 9,600,000",Kurunegala,0,650,Suzuki,2024,Spacia,Hybrid
"Rs: 5,200,000",Tangalla,"205,000",650,Suzuki,2014,Wagon R,Petrol
"Rs: 1,375,000",Kuruwita,0,1400,Mitsubishi,1980,Lancer,Petrol
Negotiable,Kataragama,"181,050",1490,Mercedes Benz,2015,B Class,Hybrid
Negotiable,Kataragama,"175,863",149,Mazda,2011,2,Petrol
"Rs: 8,700,000",Horana,"1,500",1500,Toyota,2013,Axio,Petrol
"Rs: 5,600,000",Anuradhapura,"115,000",16000,Mitsubishi,2003,Lancer,Petrol
Negotiable,Wellawatta (Colombo 06),0,660,Daihatsu,2025,Mira,Petrol
Negotiable,Wellawatta (Colombo 06),"20,000",996,Honda,2023,N BOX,Petrol
"Rs: 7,900,000",Gampaha,"110,000",990,Toyota,2017,Vitz,Petrol
Negotiable,Ja-Ela,0,650,Daihatsu,2024,Taft,Petrol
"Rs: 4,500,000",Anuradhapura,0,800,Suzuki,2016,Alto,Petrol
"Rs: 5,500,000",Mawathagama,"180,000",1496,Toyota,2005,Vios,Petrol
"Rs: 7,050,000",Delgoda,"81,000",990,Toyota,2016,Vitz,Petrol
"Rs: 2,100,000",Dehiowita,"45,000",796,Suzuki,2006,Maruti,Petrol
"Rs: 6,400,000",Panadura,"175,000",1500,Nissan,2007,Bluebird,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 8,100,000",Kandy,"134,000",1300,Toyota,2015,Aqua,Petrol
"Rs: 7,200,000",Welpalla,0,990,Toyota,2016,Vitz,Petrol
"Rs: 6,900,000",Angoda,0,800,Suzuki,2018,Wagon R,Petrol
"Rs: 8,500,000",Boralesgamuwa,"241,000",1790,Toyota,2010,Prius,Hybrid
Negotiable,Maharagama,"51,000",800,Maruti,2013,Car,Petrol
Negotiable,Panadura,"125,000",1500,Toyota,2014,Allion,Petrol
"Rs: 31,900,000",Kotahena (Colombo 13),0,82,Tesla,2024,Model 3,Electric
Negotiable,Embilipitiya,"196,000",1500,Toyota,2012,Aqua,Hybrid
Negotiable,Kataragama,"56,850",1490,Toyota,2015,Prius,Petrol
"Rs: 3,275,000",Matale,"200,000",1500,Nissan,1996,FB 14,Petrol
Negotiable,Matugama,"161,000",1300,Honda,2013,Fit,Hybrid
"Rs: 6,550,000",Ja-Ela,"64,000",660,Nissan,2017,Dayz,Petrol
Negotiable,Nittambuwa,"77,800",800,Suzuki,2006,Maruti,Petrol
"Rs: 4,650,000",Ragama,"114,000",1500,Suzuki,2015,Celerio,Petrol
"Rs: 8,000,000",Rajagiriya,"18,326",660,Suzuki,2024,Hustler,Hybrid
Negotiable,Deniyaya,"85,400",1500,Honda,2016,Grace,Hybrid
"Rs: 4,250,000",Dankotuwa,"13,000",2198,Nissan,2003,FB 15,Diesel
"Rs: 8,350,000",Borella (Colombo 08),0,1000,Daihatsu,2024,Taft,Petrol
Negotiable,Kataragama,"134,850",149,Toyota,2007,Allion,Petrol
"Rs: 9,300,000",Rajagiriya,"9,900",660,Daihatsu,2024,Taft,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 5,650,000",Negombo,"99,300",650,Daihatsu,2017,Mira,Petrol
"Rs: 9,500,000",Kegalle,"180,000",1200,Toyota,2013,Allion,Hybrid
"Rs: 5,100,000",Moratuwa,"97,500",996,Suzuki,2015,Celerio,Petrol
Negotiable,Rajagiriya,"25,000",660,Mitsubishi,2023,eK,Petrol
"Rs: 4,100,000",Kandana,"68,000",990,Toyota,2018,Vitz,Hybrid
"Rs: 7,650,000",Kandy,"55,000",1500,Toyota,2017,Vitz,Petrol
"Rs: 3,280,000",Avissawella,"140,000",650,Suzuki,2014,Alto,Petrol
"Rs: 5,200,000",Mirigama,"106,000",0,Suzuki,2017,Alto,Petrol
"Rs: 3,485,000",Anuradhapura,"132,000",800,Suzuki,2015,Alto,Petrol
"Rs: 3,685,000",Gampaha,"127,800",1000,Perodua,2011,Viva,Petrol
"Rs: 4,390,000",Panadura,"192,000",1800,Honda,2001,Accord,Petrol
Negotiable,Kadawatha,"5,000",660,Daihatsu,2024,Mira,Petrol
"Rs: 7,650,000",Kurunegala,"133,000",1500,Toyota,2011,Axio,Petrol
"Rs: 2,040,000",Divulapitiya,"112,000",800,Suzuki,2006,Maruti,Petrol
"Rs: 6,800,000",Rajagiriya,"10,000",660,Mitsubishi,2023,eK,Petrol
"Rs: 5,350,000",Gampaha,"86,000",650,Suzuki,2016,Wagon R,Petrol
Negotiable,Kottawa,"30,000",2000,Hyundai,2004,Santro,Diesel
"Rs: 8,050,000",Kottawa,"6,600",660,Toyota,2023,Passo,Petrol
"Rs: 8,750,000",Negombo,"1,000",658,Nissan,2025,Dayz,Petrol
"Rs: 8,750,000",Negombo,100,658,Honda,2024,N WGN,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
